id,value
Topic58.ol, 0.020030795
Topic58.christmas, 0.017475536
Topic58.class, 0.016462022
Topic58.chatted, 0.014034289
Topic58.neighbor, 0.012874488
Topic59,
Topic59.spring, 0.018812982
Topic59.pit, 0.017246883
Topic59.training, 0.01641623
Topic59.chicago, 0.015758594
Topic59.office, 0.015263748
Topic59.mary, 0.014468649
Topic59.bloody, 0.014369273
Topic59.par, 0.012969202
Topic59.sub, 0.010842273
Topic59.older, 0.009336592
Topic59.kid, 0.008901653
Topic59.african, 0.008761894
Topic59.great, 0.008159841
Topic59.licking, 0.007980087
Topic59.19, 0.007884521
Topic60,
Topic60.native, 0.040946327
Topic60.soo, 0.038535476
Topic60.messed, 0.036766954
Topic60.zero, 0.036318988
Topic60.boys, 0.03576739
Topic60.sad, 0.027573919
Topic60.seven, 0.02751412
Topic60.setting, 0.027442992
Topic60.beaten, 0.027028933
Topic60.cutting, 0.026797839
Topic60.path, 0.026486075
Topic60.fix, 0.020926086
Topic60.wanna, 0.019857896
Topic60.bleh, 0.019722626
Topic60.cheapest, 0.019212972
Topic61,
Topic61.hawaii, 0.041349966
Topic61.pancakes, 0.03073373
Topic61.central, 0.027284732
Topic61.definately, 0.026997367
Topic61.mesa, 0.026918985
Topic61.generic, 0.02653235
Topic61.wines, 0.022595461
Topic61.test, 0.020180685
Topic61.focus, 0.01972841
Topic61.resist, 0.018304097
Topic61.guilty, 0.017139817
Topic61.gigantic, 0.015833547
Topic61.dan, 0.015407592
Topic61.mistakes, 0.014676315
Topic61.dipped, 0.014266605
Topic62,
Topic62.chains, 0.059169043
Topic62.hoping, 0.038446847
Topic62.rate, 0.03238289
Topic62.removed, 0.0284789
Topic62.joke, 0.028142301
Topic62.depending, 0.02662998
Topic62.nicest, 0.026456984
Topic62.driver, 0.024689496
Topic62.till, 0.019873671
Topic62.necessary, 0.01975952
Topic62.opposite, 0.019158311
Topic62.shitty, 0.018171126
Topic62.shout, 0.017025186
Topic62.dime, 0.015973505
Topic62.brilliant, 0.015858345
Topic63,
Topic63.def, 0.026759623
Topic63.wings, 0.022296926
Topic63.exceptional, 0.018134875
Topic63.lacking, 0.01764197
Topic63.watering, 0.013040902
Topic63.addicted, 0.012261113
Topic63.sliced, 0.010957558
Topic63.quantity, 0.010668705
Topic63.props, 0.010353562
Topic63.braised, 0.008900198
Topic63.laugh, 0.008775427
Topic63.misters, 0.008417414
Topic63.arcade, 0.008404732
Topic63.joint, 0.008267591
Topic63.butt, 0.008034683
Topic64,
Topic64.famous, 0.08923801
Topic64.pig, 0.06445353
Topic64.bones, 0.05490565
Topic64.container, 0.03028619
Topic64.ton, 0.023919823
Topic64.grills, 0.019769825
Topic64.kudos, 0.019552743
Topic64.los, 0.019191133
Topic64.ain, 0.018908728
Topic64.cleaned, 0.01856067
Topic64.angeles, 0.01743828
Topic64.control, 0.016418759
Topic64.greeting, 0.0153922485
Topic64.deliciousness, 0.0136073725
Topic64.growing, 0.013482363
Topic65,
Topic65.tuesdays, 0.025639413
Topic65.support, 0.025448132
Topic65.franchise, 0.021073893
Topic65.defiantly, 0.020788684
Topic65.chew, 0.01862945
Topic65.decorations, 0.018289208
Topic65.opens, 0.015361878
Topic65.convenience, 0.014425033
Topic65.commercial, 0.013588056
Topic65.businesses, 0.013328507
Topic65.sin, 0.012932188
Topic65.signage, 0.012868544
Topic65.city, 0.012494641
Topic65.exterior, 0.011613119
Topic65.scary, 0.011584543
Topic66,
Topic66.tofu, 0.063274994
Topic66.band, 0.03160526
Topic66.breading, 0.025124
Topic66.sporting, 0.013948841
Topic66.stale, 0.013923619
Topic66.pho, 0.01385212
Topic66.peanut, 0.013797777
Topic66.buck, 0.0133562805
Topic66.skeptical, 0.013134773
Topic66.live, 0.010952455
Topic66.thursday, 0.010525543
Topic66.crowd, 0.010476706
Topic66.bang, 0.009610249
Topic66.music, 0.008891077
Topic66.boba, 0.008791818
Topic67,
Topic67.burnt, 0.068444006
Topic67.root, 0.051887613
Topic67.consistency, 0.029099988
Topic67.follow, 0.02299574
Topic67.summerlin, 0.022437721
Topic67.zucchini, 0.021718344
Topic67.fly, 0.020467564
Topic67.terrible, 0.01941258
Topic67.bonus, 0.017144466
Topic67.events, 0.013713399
Topic67.steer, 0.013237592
Topic67.pleasant, 0.013115078
Topic67.yup, 0.012877176
Topic67.burning, 0.012215823
Topic67.beginning, 0.012065234
Topic68,
Topic68.pool, 0.034380425
Topic68.fil, 0.029937068
Topic68.lil, 0.028612925
Topic68.soooo, 0.023357458
Topic68.eats, 0.022829594
Topic68.ppl, 0.022406109
Topic68.degrees, 0.020812705
Topic68.repeat, 0.019944193
Topic68.worthy, 0.019749768
Topic68.uncomfortable, 0.019726962
Topic68.unprofessional, 0.017902508
Topic68.wasted, 0.017881751
Topic68.ya, 0.016951323
Topic68.naps, 0.015877504
Topic68.encountered, 0.015733464
Topic69,
Topic69.wings, 0.4930203
Topic69.biscuits, 0.032020878
Topic69.cajun, 0.0297877
Topic69.smothered, 0.02744432
Topic69.board, 0.022988755
Topic69.nom, 0.020231271
Topic69.pint, 0.015992172
Topic69.changes, 0.013672383
Topic69.rubbery, 0.012798621
Topic69.festival, 0.0101003125
Topic69.alot, 0.009776209
Topic69.noisy, 0.008989748
Topic69.lazy, 0.008916188
Topic69.inspired, 0.007867921
Topic69.forced, 0.00781155
Topic70,
Topic70.barbeque, 0.1694412
Topic70.lemonade, 0.06395059
Topic70.venue, 0.036141995
Topic70.diet, 0.03228473
Topic70.platters, 0.01998714
Topic70.coke, 0.019811502
Topic70.lamp, 0.015345076
Topic70.winning, 0.014944047
Topic70.bake, 0.014617344
Topic70.resort, 0.01434766
Topic70.3rd, 0.014051445
Topic70.acceptable, 0.014018907
Topic70.baked, 0.01245696
Topic70.unreal, 0.012220446
Topic70.couches, 0.012094425
Topic71,
Topic71.smokey, 0.06835334
Topic71.draft, 0.035149116
Topic71.pot, 0.029702919
Topic71.dive, 0.02306583
Topic71.biscuit, 0.01677502
Topic71.liquor, 0.016162334
Topic71.safe, 0.014111312
Topic71.whipped, 0.0128738005
Topic71.wraps, 0.012301669
Topic71.marketplace, 0.01032384
Topic71.lunchtime, 0.009762604
Topic71.chilli, 0.009656143
Topic71.pile, 0.009493176
Topic71.seasonal, 0.00930842
Topic71.drowned, 0.00798141
Topic72,
Topic72.brisket, 0.5167763
Topic72.dave, 0.060779605
Topic72.sports, 0.047051456
Topic72.joint, 0.016912479
Topic72.brother, 0.012258813
Topic72.fans, 0.012022768
Topic72.sandwich, 0.0114988955
Topic72.sangria, 0.009298958
Topic72.inviting, 0.009291586
Topic72.jimmy, 0.009182752
Topic72.aloha, 0.008462786
Topic72.children, 0.0080102375
Topic72.sweeter, 0.008008158
Topic72.delight, 0.0077921026
Topic72.threw, 0.005996455
Topic73,
Topic73.order, 0.009981998
Topic73.minutes, 0.00939351
Topic73.place, 0.0085993055
Topic73.time, 0.008560383
Topic73.service, 0.008518686
Topic73.just, 0.00781271
Topic73.coleslaw, 0.0076087397
Topic73.table, 0.0070630885
Topic73.good, 0.0069275736
Topic73.got, 0.0069075497
Topic73.came, 0.006700231
Topic73.like, 0.0065689874
Topic73.said, 0.0062315855
Topic73.took, 0.005966321
Topic73.didn, 0.005918923
Topic74,
Topic74.spare, 0.042368658
Topic74.rude, 0.040858243
Topic74.charlie, 0.029971479
Topic74.poor, 0.028762253
Topic74.slow, 0.028676732
Topic74.zoo, 0.025723822
Topic74.keeps, 0.023974044
Topic74.park, 0.022924788
Topic74.11pm, 0.020672286
Topic74.magic, 0.019058468
Topic74.jumbo, 0.016459435
Topic74.refund, 0.016263552
Topic74.guest, 0.01603866
Topic74.stringy, 0.016012713
Topic74.charming, 0.01558986
Topic75,
Topic75.rings, 0.09065456
Topic75.wild, 0.06882435
Topic75.onion, 0.050563645
Topic75.hamburger, 0.047642708
Topic75.cater, 0.03182705
Topic75.steaks, 0.027043201
Topic75.hopes, 0.021163542
Topic75.loving, 0.021106921
Topic75.numerous, 0.01997819
Topic75.chick, 0.019655515
Topic75.weekly, 0.019277759
Topic75.happier, 0.017475821
Topic75.relaxing, 0.016617779
Topic75.lake, 0.015945096
Topic75.recommendations, 0.015542552
Topic76,
Topic76.bears, 0.020260075
Topic76.lounge, 0.013199584
Topic76.cadillac, 0.01119644
Topic76.tang, 0.010503623
Topic76.las, 0.009776596
Topic76.triple, 0.009603994
Topic76.sun, 0.0094974125
Topic76.smoke, 0.009236028
Topic76.cutter, 0.0091985455
Topic76.soaked, 0.008871114
Topic76.cali, 0.008362852
Topic76.breast, 0.00826587
Topic76.steal, 0.007923102
Topic76.forward, 0.007540756
Topic76.ordinary, 0.0073446822
Topic77,
Topic77.barbecue, 0.17616203
Topic77.fav, 0.043913726
Topic77.irish, 0.036830444
Topic77.spit, 0.03375842
Topic77.bear, 0.029209314
Topic77.everytime, 0.024003692
Topic77.drunk, 0.02374077
Topic77.complaints, 0.01732416
Topic77.famous, 0.0147423325
Topic77.compare, 0.013362957
Topic77.thoroughly, 0.0119011095
Topic77.track, 0.010990015
Topic77.kicker, 0.010492774
Topic77.named, 0.010247486
Topic77.invited, 0.010199518
Topic78,
Topic78.sushi, 0.06477495
Topic78.bigger, 0.030411456
Topic78.suicide, 0.024643846
Topic78.vs, 0.023277314
Topic78.decently, 0.022980658
Topic78.songs, 0.02093041
Topic78.milk, 0.018852314
Topic78.period, 0.018468672
Topic78.croutons, 0.0174895
Topic78.allows, 0.016264988
Topic78.biz, 0.015944328
Topic78.yo, 0.015432067
Topic78.cart, 0.01458259
Topic78.remarkable, 0.013672735
Topic78.possibly, 0.013482191
Topic79,
Topic79.lucille, 0.110929206
Topic79.jalapeo, 0.046799883
Topic79.joints, 0.04294856
Topic79.screens, 0.029617334
Topic79.island, 0.027713882
Topic79.scratch, 0.020725673
Topic79.college, 0.019251494
Topic79.ill, 0.01835776
Topic79.breaded, 0.016288016
Topic79.regret, 0.01499374
Topic79.em, 0.012912726
Topic79.fond, 0.0127093075
Topic79.ownership, 0.012186253
Topic79.selling, 0.011479067
Topic79.shift, 0.010348837
Topic80,
Topic80.waffles, 0.04715093
Topic80.smells, 0.04236305
Topic80.beats, 0.03015639
Topic80.4th, 0.026051069
Topic80.july, 0.024810424
Topic80.apologize, 0.024051933
Topic80.insanely, 0.02299853
Topic80.string, 0.021550521
Topic80.desired, 0.020857288
Topic80.waitstaff, 0.018446762
Topic80.unbelievably, 0.018198563
Topic80.3pm, 0.01722646
Topic80.understandable, 0.016313428
Topic80.lights, 0.015921293
Topic80.current, 0.0151645
Topic81,
Topic81.sampler, 0.032401644
Topic81.crust, 0.020819472
Topic81.feast, 0.014524267
Topic81.crunchy, 0.014084941
Topic81.toppings, 0.013957404
Topic81.pizza, 0.013278394
Topic81.bf, 0.011204303
Topic81.wood, 0.011071428
Topic81.unit, 0.010151596
Topic81.carry, 0.009761216
Topic81.patio, 0.008860385
Topic81.remembered, 0.008793301
Topic81.assortment, 0.008547158
Topic81.mushroom, 0.008418737
Topic81.liquid, 0.008364668
Topic82,
Topic82.tvs, 0.10035752
Topic82.priced, 0.06713785
Topic82.north, 0.05905814
Topic82.reasonably, 0.053080406
Topic82.fun, 0.029689303
Topic82.screen, 0.029402854
Topic82.circus, 0.026830574
Topic82.twist, 0.024446476
Topic82.sprinkled, 0.021019917
Topic82.noon, 0.020552037
Topic82.restroom, 0.020345276
Topic82.blocks, 0.018779732
Topic82.funky, 0.01774243
Topic82.fox, 0.016039785
Topic82.teas, 0.015368296
Topic83,
Topic83.closing, 0.053606056
Topic83.loaded, 0.051713236
Topic83.takeout, 0.045973346
Topic83.stew, 0.03495008
Topic83.yard, 0.026956316
Topic83.absolute, 0.026421295
Topic83.upgrade, 0.024254376
Topic83.underwhelming, 0.022397816
Topic83.introduced, 0.021829164
Topic83.fills, 0.01956667
Topic83.wasting, 0.019393694
Topic83.edges, 0.018672327
Topic83.80, 0.017279658
Topic83.trek, 0.017030593
Topic83.dancers, 0.016948394
Topic84,
Topic84.pub, 0.016321022
Topic84.truck, 0.015037742
Topic84.beer, 0.014243835
Topic84.henderson, 0.009112438
Topic84.good, 0.008354276
Topic84.place, 0.007888018
Topic84.claim, 0.0077029285
Topic84.great, 0.0074889436
Topic84.sports, 0.007283114
Topic84.selection, 0.007148209
Topic84.sandwiches, 0.006947068
Topic84.famous, 0.0066773123
Topic84.cleanliness, 0.006281682
Topic84.bar, 0.005793843
Topic84.chip, 0.0054085637
Topic85,
Topic85.pudding, 0.067223154
Topic85.memorabilia, 0.03174436
Topic85.coworkers, 0.022003006
Topic85.classic, 0.02132577
Topic85.southwest, 0.019832106
Topic85.swear, 0.018498011
Topic85.jalapenos, 0.017887203
Topic85.corporate, 0.016115239
Topic85.devoured, 0.014318042
Topic85.searching, 0.01350736
Topic85.wee, 0.011541814
Topic85.treasure, 0.011311365
Topic85.chorizo, 0.011229531
Topic85.cherry, 0.011065187
Topic85.report, 0.010985644
Topic86,
Topic86.curry, 0.052771363
Topic86.improved, 0.03643395
Topic86.beers, 0.033539154
Topic86.kinks, 0.029510029
Topic86.loves, 0.02940878
Topic86.plentiful, 0.027163507
Topic86.id, 0.024048872
Topic86.sooner, 0.022888578
Topic86.ultimate, 0.019750604
Topic86.domestic, 0.01898143
Topic86.deliciously, 0.018774593
Topic86.smiling, 0.01806826
Topic86.23, 0.016449466
Topic86.travel, 0.015653318
Topic86.diamond, 0.015048632
Topic87,
Topic87.korean, 0.222574
Topic87.sandwiches, 0.035779625
Topic87.gas, 0.028185882
Topic87.killer, 0.016523907
Topic87.deals, 0.015761744
Topic87.brews, 0.01574029
Topic87.patty, 0.0153465215
Topic87.1st, 0.014214721
Topic87.competition, 0.0138998525
Topic87.western, 0.013353617
Topic87.belly, 0.011848462
Topic87.satisfying, 0.011481907
Topic87.grill, 0.010516844
Topic87.microwaved, 0.009585753
Topic87.bistro, 0.009490622
Topic88,
Topic88.buffalo, 0.08147729
Topic88.bull, 0.040961385
Topic88.opening, 0.0365618
Topic88.pricing, 0.018430253
Topic88.theirs, 0.014293958
Topic88.hoped, 0.011996504
Topic88.mmm, 0.011568078
Topic88.bummer, 0.010467305
Topic88.careful, 0.009891407
Topic88.quaint, 0.009777765
Topic88.bummed, 0.008489166
Topic88.screwed, 0.008386507
Topic88.sister, 0.008262151
Topic88.grand, 0.008132326
Topic88.leather, 0.008041003
Topic89,
Topic89.gravy, 0.024975298
Topic89.legit, 0.012935573
Topic89.riding, 0.011111681
Topic89.phx, 0.01110757
Topic89.relax, 0.008698305
Topic89.place, 0.008135134
Topic89.miso, 0.008091139
Topic89.cups, 0.007880758
Topic89.shocked, 0.007812258
Topic89.coffee, 0.0075651496
Topic89.breakfast, 0.0070648533
Topic89.great, 0.0067487746
Topic89.good, 0.006038225
Topic89.egg, 0.0060304548
Topic89.thanksgiving, 0.0058300737
Topic90,
Topic90.mac, 0.24141367
Topic90.rub, 0.040272623
Topic90.groupon, 0.027204528
Topic90.cheese, 0.026390694
Topic90.mushy, 0.014280447
Topic90.laid, 0.010818606
Topic90.uncle, 0.009018165
Topic90.comfortable, 0.008664744
Topic90.standards, 0.0072007678
Topic90.battered, 0.007032863
Topic90.greet, 0.006958332
Topic90.wifi, 0.0066941655
Topic90.moist, 0.0066683074
Topic90.mein, 0.0065392964
Topic90.mcdonald, 0.0065011773
Topic91,
Topic91.nights, 0.04930356
Topic91.station, 0.03316362
Topic91.topping, 0.022672165
Topic91.10pm, 0.02244183
Topic91.aid, 0.020851891
Topic91.locals, 0.019408196
Topic91.visits, 0.018600117
Topic91.peak, 0.01660199
Topic91.gonna, 0.015641097
Topic91.currently, 0.015230853
Topic91.bathroom, 0.015049838
Topic91.parts, 0.0148547515
Topic91.appear, 0.011910106
Topic91.robert, 0.009800219
Topic91.patrons, 0.009770117
Topic92,
Topic92.sold, 0.032381985
Topic92.lady, 0.022004725
Topic92.pitcher, 0.01898217
Topic92.cleaning, 0.017359493
Topic92.skills, 0.016722478
Topic92.piled, 0.01648969
Topic92.pancake, 0.01600819
Topic92.ginger, 0.015365415
Topic92.tipped, 0.01473729
Topic92.regularly, 0.014732217
Topic92.tastier, 0.012983738
Topic92.window, 0.012982361
Topic92.bump, 0.012304032
Topic92.rolling, 0.012128638
Topic92.mozzarella, 0.011826253
Topic93,
Topic93.worst, 0.028977986
Topic93.horrible, 0.024913875
Topic93.owner, 0.020420652
Topic93.returning, 0.0128116775
Topic93.7pm, 0.012005261
Topic93.customer, 0.011772921
Topic93.wow, 0.011620552
Topic93.clue, 0.010311525
Topic93.hello, 0.009989645
Topic93.owners, 0.009661851
Topic93.cares, 0.009493824
Topic93.service, 0.009462539
Topic93.bad, 0.009106237
Topic93.questions, 0.008297682
Topic93.placed, 0.007909827
Topic94,
Topic94.rack, 0.0706343
Topic94.closed, 0.06703552
Topic94.baby, 0.066182226
Topic94.pecan, 0.045308907
Topic94.improve, 0.035001952
Topic94.pie, 0.03017206
Topic94.pour, 0.023330515
Topic94.cravings, 0.018832067
Topic94.weekends, 0.018822096
Topic94.business, 0.018710548
Topic94.written, 0.018459426
Topic94.strike, 0.017839557
Topic94.accurate, 0.016137552
Topic94.bellagio, 0.013353675
Topic94.wants, 0.012208401
Topic95,
Topic95.bbq, 0.07491943
Topic95.pork, 0.036484797
Topic95.pulled, 0.03638301
Topic95.sandwich, 0.027510323
Topic95.slaw, 0.021471102
Topic95.fries, 0.020710543
Topic95.good, 0.01748162
Topic95.chicken, 0.01672077
Topic95.sauce, 0.016265662
Topic95.cole, 0.014716724
Topic95.great, 0.014113348
Topic95.sweet, 0.012332082
Topic95.best, 0.01196663
Topic95.potato, 0.011529867
Topic95.place, 0.01101384
Topic96,
Topic96.game, 0.016055228
Topic96.watch, 0.012803986
Topic96.place, 0.009978043
Topic96.good, 0.0080959955
Topic96.beer, 0.007986469
Topic96.great, 0.007855153
Topic96.joint, 0.007306706
Topic96.bar, 0.0072786016
Topic96.watching, 0.0065511293
Topic96.naked, 0.0064308727
Topic96.like, 0.005905386
Topic96.people, 0.005558514
Topic96.just, 0.005358375
Topic96.fight, 0.0052789883
Topic96.beers, 0.005201357
Topic97,
Topic97.barbecue, 0.0146157
Topic97.bun, 0.014508213
Topic97.moist, 0.014113521
Topic97.sandwich, 0.012293836
Topic97.burger, 0.011816206
Topic97.bacon, 0.0086815795
Topic97.salt, 0.008345249
Topic97.potatoes, 0.0077625224
Topic97.smoked, 0.0077191307
Topic97.turkey, 0.007330527
Topic97.pepper, 0.0071516205
Topic97.bbq, 0.006721624
Topic97.woo, 0.0066486727
Topic97.onions, 0.006409979
Topic97.good, 0.006396599
Topic98,
Topic98.catfish, 0.09368141
Topic98.ayce, 0.060513124
Topic98.fingers, 0.056791276
Topic98.raising, 0.03667919
Topic98.chinese, 0.027187109
Topic98.tho, 0.01705458
Topic98.hype, 0.014884661
Topic98.welcoming, 0.014194041
Topic98.fry, 0.012397979
Topic98.starter, 0.01226914
Topic98.wasnt, 0.011659892
Topic98.crave, 0.011131115
Topic98.ish, 0.009669625
Topic98.lived, 0.009647431
Topic98.popcorn, 0.008625458
Topic99,
Topic99.chandler, 0.034478452
Topic99.buzz, 0.022807514
Topic99.falls, 0.02037407
Topic99.meatloaf, 0.019542336
Topic99.jack, 0.016088797
Topic99.match, 0.014097398
Topic99.dill, 0.012684493
Topic99.lemon, 0.012419213
Topic99.caught, 0.0117919585
Topic99.roll, 0.0109586045
Topic99.ball, 0.010939286
Topic99.fixed, 0.010307713
Topic99.bc, 0.0095801335
Topic99.jon, 0.008973427
Topic99.temp, 0.008665538
